"Model","Training_specification","Full_data_refit"
"SARIMA","Series: y  ARIMA(0,0,2)(2,1,1)[12]   Coefficients:          ma1     ma2     sar1     sar2     sma1       0.2248  0.0903  -0.0086  -0.1301  -0.8869 s.e.  0.0678  0.0696   0.0870   0.0824   0.0959  sigma^2 = 0.08196:  log likelihood = -46.51 AIC=105.02   AICc=105.4   BIC=125.59","Series: y  ARIMA(0,0,2)(2,1,1)[12]   Coefficients:          ma1     ma2     sar1     sar2     sma1       0.2126  0.1008  -0.0013  -0.0774  -0.9343 s.e.  0.0603  0.0617   0.0711   0.0694   0.0776  sigma^2 = 0.0797:  log likelihood = -54.96 AIC=121.92   AICc=122.21   BIC=143.89"
