"Model","Training_ME","Training_MSE","Training_RMSE","Training_MAE","Training_MPE","Training_MAPE","ME","MSE","RMSE","MAE","MPE","MAPE","Ljung_Box_p_value","White_noise_at_5pct","Nonnegative_test_forecasts","Eligible","Selected"
"SARIMA",0.00831225827148524,0.0752661954895618,0.27434685252352,0.204598620745614,-0.148298878511936,4.33767124539883,-0.045104737153946,0.0812267050272255,0.285002991260137,0.219763339780762,-1.21913198979775,4.62237173203652,0.104576530831338,TRUE,TRUE,TRUE,TRUE
