"Model","Residual_n","Ljung_Box_lag","Fit_df","Ljung_Box_statistic","Ljung_Box_p_value","Residual_mean","Residual_sd","White_noise_at_5pct"
"SARIMA",240,24,2,30.6008672750089,0.104576530831338,0.00831225827148524,0.274793984790992,TRUE
